person_income,loan_amnt,loan_int_rate,loan_percent_income,loan_status
-1.8101575729037247,-1.3686895971673025,0.033432611269091174,-0.5535494366147701,0
-1.8101575729037247,-0.6004369446914777,0.6005663902487648,1.806523381390282,0
0.3854143268854659,4.4358859993167075,1.374228655215257,1.806523381390282,0
-0.05055791081864888,4.4358859993167075,1.059518581330582,1.806523381390282,1
-1.7983745394522623,-1.1126053796753608,-1.2778593632503867,1.806523381390282,0
0.8410249536753517,4.4358859993167075,0.4530460431153238,1.806523381390282,0
0.9139226539617333,4.4358859993167075,0.023597921460194717,1.806523381390282,0
1.0727579448874487,4.4358859993167075,-0.7008908944618164,1.806523381390282,0
-1.7944468616351081,-1.2662559101705257,1.2135953883366208,1.806523381390282,0
1.1513115012305324,4.4358859993167075,-0.21899109382590873,1.806523381390282,0
-1.7944468616351081,-0.771159756352772,-0.789403102741881,1.806523381390282,0
1.544079282945951,4.4358859993167075,-1.0287138880916857,1.806523381390282,0
2.060961683683442,4.4358859993167075,2.4101493150856443,1.806523381390282,0
2.3296148463767885,4.4358859993167075,-1.0287138880916857,-0.5535494366147701,0
2.525998737234498,4.4358859993167075,-1.0287138880916857,-0.5535494366147701,0
1.4306086708083667,4.4358859993167075,3.0199000832372014,1.806523381390282,0
2.251061290033705,4.4358859993167075,2.3642540959774627,1.806523381390282,0
-1.7630254390978746,-1.2406474884213317,-0.015740837775389357,1.806523381390282,0
0.365775937799695,4.265163187655412,2.1446126902454496,1.806523381390282,0
-1.755955619026997,-1.2833281913366552,-1.2286859142059063,-0.5535494366147701,0
0.954927610372823,4.256627047072348,1.1480307896106468,1.806523381390282,1
0.47362997065874896,4.094440375994118,0.5382800214590898,1.806523381390282,0
-1.7551700834635662,-0.758355545478175,2.1970643692262284,1.806523381390282,1
-1.7551700834635662,-1.3004004725027847,-0.5632052371372712,-0.5535494366147701,0
0.365775937799695,4.009078970163471,-0.34356383140525876,1.806523381390282,0
-1.7398914167548365,-0.8565211621834192,0.5907317004398689,1.806523381390282,1
-1.7347461588143644,-1.197966785506008,0.02687615139649334,1.806523381390282,0
2.525998737234498,3.923717564332824,-1.4483273199379187,-0.5535494366147701,0
